itemname,item_freq,wordroot,root_freq,focus,wordclass,variant,modified
lgila,1,sgila,16,名詞性標記,,,False
hplayun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ptapan,1,atak,43,處所焦點,,,False
neluk,13,neluk,13,,名詞,,False
kbrexi,4,kbarux,47,受事焦點,,,False
tnkanan,3,tekan,23,處所焦點,,,False
subung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ttapun,1,atak,43,,名詞,,False
kmari,11,kari2,461,主事焦點,,,False
mgiging,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgdengun,1,dengul,6,主事焦點,,,False
baga,148,baga,148,,名詞,需要baga的例句,False
ha,171,ha,171,,名詞,,False
mchaya,4,kchaya,8,主事焦點,,,False
dmpgarang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nisu,15,nisu,18,,名詞,,False
pnehing,1,pehing,14,受事焦點,,,False
gtukun,2,gatuk,17,受事焦點,,,False
phelun,2,pheyal,42,受事焦點,,,False
kdesn,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ndheran,3,dheran,189,名詞性標記,,,False
pnesa,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knkela,11,kela,519,零焦點標記,,,False
cangi,1,cangi,1,,名詞,,False
deerun,1,deur,20,受事焦點,,,False
uhin,1,uhir,10,,動詞,uhin,True
utux,59,utux,59,,名詞,,False
riyux,2,riyux,52,,動詞,,False
dnsanan,1,adis,228,處所焦點,,,False
pknama,2,knama,11,零焦點標記,,,False
gcilung,10,rcilung,34,,名詞,gcilung,True
pntbekan,1,-tebuk-,12,處所焦點,,,False
kndalax,103,kndalax,109,,其它,,False
lnkusan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
trqilan,1,traqil,14,處所焦點,,,False
ne,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hreno,1,hreno,6,,動詞,,False
pnkrana,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnthuran,2,qtehur,32,處所焦點,,,False
uda,2,oda,499,,名詞,uda,True
hmaquc,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dungus,19,dungus,41,,多重詞性,,False
lipas,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qbsyaqi,1,bsiyaq,71,受事焦點,,,False
tsyusun,7,tsiyus,20,受事焦點,,,False
qreti,9,qreti,9,,名詞,,False
mawan,2,mawan,2,,名詞,,False
rngagun,11,rengo,215,受事焦點,,,False
teetu,1,teetu,22,,動詞,,False
pndkaan,1,deka,17,處所焦點,,,False
klaalang,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
psbobo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skkerung,1,kerung,13,參考焦點,,,False
bari,5,bari,8,,名詞,,False
snknaxan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgeela,7,geela,17,主事焦點,,mgela,False
bnetaq,1,betaq 2,78,受事焦點,,,False
umpklawa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
seekan,3,ekan,281,參考焦點,,,False
narah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
uban,33,uban,33,,名詞,,False
heduq,1,heduq,1,,名詞,,False
osime,2,osime,2,,名詞,,False
mkndalax,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dremus,3,dremus,3,,名詞,,False
qqihun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tngiya,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mangal,124,angal,424,主事焦點,,mangan,False
pyase,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mbudu,2,budu,4,主事焦點,,,False
psuyuk,1,suyuk,13,受事焦點,,,False
qrnitun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pprngagun,2,rengo,215,受事焦點,,,False
pndkalan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ptatuk,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ltudun,1,lutuc,28,受事焦點,,,False
mgqhuni,2,qhuni,410,主事焦點,,,False
tmdadal,1,dadal,26,主事焦點,,tmdadan,False
cung,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnbesan,1,tebas,10,處所焦點,,,False
pgduru,2,gduru,17,主事焦點,,,False
enaq,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ana,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ddyagun,1,dayo,100,受事焦點,,,False
kuxun,40,kuxun,131,,動詞,kuxul,False
smmalu,49,salu,189,主事焦點,,,False
tloong,31,tloong,42,,動詞,tleung,False
misa,10,misa2,10,,其它,,True
mdakin,24,dakil,49,主事焦點,,mdakin,True
rawpan,1,rawpan,1,,名詞,,False
yu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mlawa,27,lawa,81,主事焦點,,,False
kdngelun,1,dengul,6,受事焦點,,,False
rmibaq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dhran,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nniqan,14,eniq,675,處所焦點,,,False
amu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnebuk,1,-tebuk-,12,受事焦點,,,False
rmaus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sddema,1,sddema,1,,動詞,,False
meluk,4,eluk,27,主事焦點,,,False
kraani,1,kruwa,6,受事焦點,,,False
sklaan,1,skela,15,處所焦點,,,False
pure,52,pure,98,,動詞,,False
kkarang,1,karang,8,零焦點標記,,,False
phulis,1,hulis,27,受事焦點,,,False
sresun,2,serus,15,受事焦點,,,False
tdoruy,4,tdoruy,6,,多重詞性,,False
ttinun,14,tinun,170,零焦點標記,,,False
tlngaan,1,tlenga,29,處所焦點,,,False
hudur,1,hudur,13,,動詞,hudun,False
psliyan,3,seli,27,處所焦點,,,False
tugaran,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mnkuni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
huqin,4,huqil,57,,名詞,huqin,True
traguh,2,raguh,24,參考焦點,,,False
mkmhuma,1,phuma,176,主事焦點,,,False
bgihun,5,bgihur,48,,多重詞性,bgihun,True
gmnabil,1,gabil,14,參考焦點,,,False
mrebu,15,mrebu,15,,名詞,,False
renhocunghu,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cudu,14,cudu,18,,名詞,,False
prungagan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kesa,59,kesa,1188,,動詞,,False
qbsran,8,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rbagan,9,rbagan,10,,名詞,,False
buro,8,buro,20,,動詞,,False
hradi,1,harac,40,受事焦點,,,False
le,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpqeepah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mangis,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pprengo,4,rengo,215,零焦點標記,,,False
mpgedang,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tretun,1,tretun,2,,動詞,,False
dmamac,1,damac,32,主事焦點,,,False
dungun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kmeeki,10,keeki,13,主事焦點,,,False
rrngagun,2,rengo,215,,名詞,,False
pnluqah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pglayaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mskari,3,kari1,10,受事焦點,,,False
tmaus,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnreengan,1,qeerung,17,處所焦點,,,False
pnsgiyan,1,gagi,19,處所焦點,,,False
knthyaan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pstoyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
chngiyan,3,chungi,43,處所焦點,,,False
nanak,7,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
poda,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sbbutun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tqilung,6,tqilung,6,,名詞,,False
prriqun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kukuh,8,kukuh,8,,名詞,,False
barasu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cuxun,1,icux,13,受事焦點,,,False
sqdiyan,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ptraqil,1,traqil,14,名詞性標記,,,False
kaalang,4,alang,358,零焦點標記,,,False
qeere,1,qeere,5,,動詞,,False
psqmaun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
opux,1,opux,3,,動詞,,False
sntlexan,2,ktilux,55,處所焦點,,,False
mahe,4,imah,125,處所焦點,,,False
mpqango,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ghgehun,1,hgehuy,1,受事焦點,,,False
puqo,3,uqi,231,受事焦點,,,False
qqlhangan,1,qlahang,61,處所焦點,,,False
plpilan,2,plepil,3,參考焦點,,,False
jtegamil,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sdurak,1,sdurak,22,,動詞,,False
kgahun,2,kugah,8,受事焦點,,,False
pnreqan,1,peruq,21,參考焦點,,,False
gmtange,1,gmtange,1,,動詞,,False
knribun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gneeguy,2,geeguy,17,受事焦點,,,False
singhu,2,singhu,2,,名詞,,False
uleeluw,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gagac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kbkii,1,biki,8,受事焦點,,看msbaang的翻譯,False
hmeri,4,hmeri,4,,其它,,False
bkiluh,1,bkiluh,2,,名詞,,False
mnsunu,1,sunu,9,主事焦點,,,False
pnbrasan,1,beras,26,處所焦點,,,False
ruba,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
preko,4,preko,4,,名詞,,False
dweyen,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lapuc,1,lapuc,1,,名詞,,False
qiyuc,4,qiyuc,29,,動詞,,False
luhe,2,luhe,5,,動詞,,False
hudung,4,hudung,4,,名詞,,False
gmrahuq,1,rahuq,22,主事焦點,,,False
kac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qtaanbteriqna,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
msaane,3,ane,22,主事焦點,,msuane,False
di,1774,di,1774,,其它,,False
jsenseil,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tennasico,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
puas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpcaping,1,pcaping,6,主事焦點,,,False
qada,1,qada,25,,動詞,,False
seengi,2,seung1,15,受事焦點,,,False
wakun,1,awak,15,受事焦點,,,False
yisucya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knbbaro,5,bbaro,44,,多重詞性,,False
gntukan,1,gatuk,17,處所焦點,,,False
qqtehur,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
uuqan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rmuhu,2,ruhu,24,主事焦點,,,False
kntuutux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cmuwaq,7,cuwaq,20,主事焦點,,,False
knkeli,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snkuxul,6,kuxun,131,受事焦點,,snkuxul,True
prngagan,6,rengo,215,處所焦點,,,False
mddayo,9,dayo,100,主事焦點,,,False
cqiran,2,-cuqir-,3,處所焦點,,,False
hngedi,6,hanguc,58,受事焦點,,,False
qpiyun,1,qapi,25,受事焦點,,,False
nugeho,1,aguh,33,,名詞,ngeho,False
psdaling,1,daling,15,零焦點標記,,,False
thwayan,1,thuwe,27,處所焦點,,,False
mssgaliq,1,galiq,39,零焦點標記,,,False
kntnaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snalu,42,salu,189,主事焦點,,,False
knhiyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
siceroci,7,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
se,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sslmeyun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qlangun,3,qalang,29,受事焦點,,,False
cili,6,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ddoriq,1,doriq,82,名詞性標記,,,False
btutux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sdaku,1,sdaku,3,,動詞,,False
mbserux,16,bserux,27,主事焦點,,,False
mbuyiyangba,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnbleqan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rmehak,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pskreti,1,keruc,38,,名詞,,False
duwe,11,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mharac,2,harac,40,主事焦點,,,False
atari,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mkmekan,5,ekan,281,主事焦點,,,False
icil,12,icin,73,,其它,icil,True
pglekan,1,geeluk,20,處所焦點,,,False
thngeli,2,hungul,18,受事焦點,,,False
kura,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpuuyas,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pstngai,1,stenge,14,受事焦點,,,False
tekan,4,tekan,23,,多重詞性,,False
mrrudu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnkuran,8,takur,196,處所焦點,,,False
pgdungus,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nniqun,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snegin,3,snegin,3,,名詞,,False
qrqurun,1,qrequr,9,受事焦點,,,False
mpbaruy,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qedil,6,qedil,28,,名詞,qedin,False
smigo,2,sigo,3,主事焦點,,,False
pltudun,1,lutuc,28,受事焦點,,,False
smbarux,5,kbarux,47,主事焦點,,,False
gmutu,4,gutu,17,主事焦點,,,False
kurang,7,kurang,7,,名詞,,False
dhdaha,1,daha1,125,零焦點標記,,,False
noda,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
elux,1,elux,7,,動詞,,False
ramang,4,ramang,4,,名詞,,False
qlhangun,1,qlahang,61,受事焦點,,,False
puyasun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sqsiqa,1,siqa,22,參考焦點,,,False
qyuti,3,qiyuc,29,,動詞,,False
lpaxan,3,lepax,18,處所焦點,,,False
qtaqi,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qtao,2,qita,690,受事焦點,,qtao,True
tngoo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bbei,6,beebu 1,22,受事焦點,,,False
tonisi,1,tonisi,1,,名詞,,False
remux,6,remux,23,,動詞,,False
prnui,3,pneeru,17,受事焦點,,,False
um,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mskkuudus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kchayun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kbberih,6,berih,46,,動詞,,False
pskari,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sruki,1,saruk,10,受事焦點,,,False
lmungelung,6,lngelung,154,主事焦點,,lmungelung,True
hamo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
quran,1,quran,1,,名詞,,False
pkbarux,1,kbarux,47,零焦點標記,,,False
gmuulah,3,guulah,8,主事焦點,,,False
tmngayan,4,ngayan,46,主事焦點,,,False
knxalan,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sqbahang,2,qbahang,70,參考焦點,,,False
tumum,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dili,1,didil,20,受事焦點,,,False
btaqi,1,betaq 2,78,受事焦點,,,False
gnabil,1,gabil,14,受事焦點,,,False
qbriqan,2,qberiq,7,參考焦點,,,False
snangi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ubung,7,ubung,19,,名詞,,False
mleus,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pbleyaq,2,bleyaq,76,零焦點標記,,,False
byuhi,1,buyuh,11,受事焦點,,,False
mnteeyux,1,eyux,27,,名詞,,False
ruhu,18,ruhu,24,,多重詞性,,False
sntkeyan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpgerung,1,gerung,17,受事焦點,,,False
gaalu,1,gaalu,38,,動詞,,False
pntnaan,2,-tena-,97,處所焦點,,pn-tnaan,False
knttaanun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pcequn,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ghegoh,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gnlekan,1,geeluk,20,處所焦點,,,False
preqan,1,peruq,21,處所焦點,,,False
lhlahun,1,lhelah,17,受事焦點,,,False
blexo,1,elux,7,參考焦點,,,False
cucuq,1,cucuq,18,,動詞,,False
daping,2,daping,3,,名詞,,False
dhurun,1,dahur,9,受事焦點,,,False
pdaun,7,oda,499,受事焦點,,,False
tndxeran,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pgdehu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
srqemu,8,srqemu,8,,名詞,,False
sneengan,2,seung1,15,處所焦點,,,False
bnekuy,3,bekuy,29,受事焦點,,,False
sgaliq,3,galiq,39,參考焦點,,,False
lux,34,melux2,44,,動詞,lux,True
pkahan,2,kahan,2,處所焦點,,,False
mtpuqu,1,puqu,1,主事焦點,,,False
qapin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tongan,22,Tongan,22,,名詞,,False
tnhiyan,1,thei,57,處所焦點,,,False
qpruh,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kumax,2,kumax,3,,動詞,,False
sincunyen,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
scqii,2,scuqi,47,受事焦點,,,False
gmaxun,4,gimax,25,受事焦點,,,False
lnlungun,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gimax,3,gimax,25,,動詞,,False
piyuc,1,piyuc,1,,名詞,,False
hqhiqun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
phenge,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tssawan,1,saso,35,處所焦點,,,False
qmweko,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
spkuudus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnqwilaq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mssbarux,2,kbarux,47,主事焦點,,,False
mtali,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
trabak,2,trabak,2,,名詞,,False
pkuudus,4,kuudus,7,零焦點標記,,,False
kmalu,8,malu,356,受事焦點,,,False
mspais,1,pais,20,主事焦點,,,False
sputu,3,sputu,3,,名詞,,False
pstkelang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kikuc,2,kikuc,2,,名詞,,False
pnttuwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tpaqe,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mccikul,1,cikul,10,主事焦點,,,False
mgleeng,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
msqedin,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sriyun,1,sari,4,受事焦點,,,False
mremux,4,remux,23,主事焦點,,,False
ntaan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mperuh,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
slbiyan,1,slebi,6,處所焦點,,,False
saawak,1,awak,15,,名詞,,False
snpila,1,pila,76,參考焦點,,,False
mluqah,3,luqah,32,主事焦點,,,False
skbarux,2,kbarux,47,參考焦點,,,False
hei,234,hei 3,234,,多重詞性,,True
chedil,13,chedil,26,,動詞,chedin,False
mchang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qaras,6,qaras,67,,動詞,,False
tmbeku,1,tbeku,10,主事焦點,,,False
rngayun,4,range,20,受事焦點,,rngaun,False
mkthrulas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
yencumincu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
skruwa,3,kruwa,6,參考焦點,,,False
cicenwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mmaanu,27,maanu,440,名詞性標記,,,False
mppaadis,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qepi,1,qepi,3,,動詞,,False
mrunu,4,-runu-,4,主事焦點,,,False
mstama,2,tama,502,名詞性標記,,,False
pgmaxi,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
msratuc,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgdakis,1,Dakis,197,主事焦點,,,False
bgaxi,1,begax,8,受事焦點,,,False
singbung,5,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qtaanun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jbosil,6,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smalu,31,salu,189,主事焦點,,,False
sburo,11,buro,20,零焦點標記,,,False
pneeya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
duri,300,duri,422,,其它,uri,False
hana,2,hana,2,,名詞,,False
hredun,1,heruc,3,受事焦點,,,False
kedang,3,kedang,3,,名詞,,False
sijil,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sknexi,1,skenux,36,受事焦點,,,False
rimuy,1,rimuy,2,,動詞,,False
kndakax,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nnsoni,2,soni,24,零焦點標記,,,False
sndharan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tngaya,1,Gaya,104,零焦點標記,,tn-gaya,False
rubux,1,rubux,2,,動詞,,False
gayay,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smnhii,3,snhii,17,主事焦點,,,False
dosun,1,daus,20,受事焦點,,,False
sqmaun,2,sqama,14,受事焦點,,,False
beras,19,beras,26,,多重詞性,,False
demqedin,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
aji,3,aji,3,,名詞,,False
krabi,1,rabi,20,零焦點標記,,,False
tnabu,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smdurik,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dmai,4,dmai,4,,名詞,,False
sgemin,1,sgemin,1,,名詞,,False
msense,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pesa,1,pesa,1,,動詞,,False
sbukuy,1,bukuy1,4,參考焦點,,,False
rhuqun,1,rahuq,22,受事焦點,,,False
tnhuda,1,huda,24,零焦點標記,,,False
hiya,309,hiya,630,,其它,hii; hi,False
qyexi,1,quyux,84,受事焦點,,,False
jckuwel,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bkeyo,3,bekuy,29,受事焦點,,,False
ttingi,3,tuting,128,受事焦點,,,False
qqiti,1,qteqic,11,名詞性標記,,qtqiti????以後移到buuc,False
mpgiyas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snpuhan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tudiq,2,tudiq,3,,名詞,,False
mtuwa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jyusang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mqeding,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
balus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mmaha,48,paha,532,主事焦點,,,False
skbeyax,2,beyax,128,參考焦點,,,False
mgerung,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
drunan,1,durun,18,處所焦點,,,False
akunso,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
no,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dupun,2,aduk,18,受事焦點,,,False
snlegan,1,eluw,175,處所焦點,,,False
kmburux,1,burux,16,主事焦點,,,False
gnmukan,1,gemuk,21,處所焦點,,,False
tinun,7,tinun,170,,動詞,,False
mnkseyang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qui,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tqecun,1,tqecul,3,,動詞,tqecun,True
sspegan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dndilan,2,didil,20,處所焦點,,,False
rmneus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
srpungan,1,rapung,4,處所焦點,,,False
pqtai,2,qita,690,受事焦點,,,False
siisun,3,sais,29,受事焦點,,,False
ruting,3,ruting,3,,名詞,,False
sbciqi,1,biciq,133,受事焦點,,,False
chepan,2,cehak,7,處所焦點,,,False
bsuring,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tlamun,1,tlami,8,受事焦點,,,False
tgakac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sapuh,1,sapuh,4,,動詞,,False
girin,1,girin,1,,名詞,,False
pklaun,2,kela,519,受事焦點,,,False
hulaq,2,hulaq,2,,名詞,,False
dqagan,1,deqo,5,參考焦點,,,False
kmraki,1,kraki,4,主事焦點,,,False
pnure,4,pure,98,零焦點標記,,,False
nga,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
miiyax,2,iyax,2,主事焦點,,,False
smnegun,7,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
peruc,1,peruc,4,,動詞,,False
kpahun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rncuhan,1,ricuh,24,處所焦點,,,False
dida,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgsaan,6,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
etuk,3,etuk,3,,多重詞性,,False
kunu,3,kunu,3,,名詞,,False
smeku,9,seku,18,主事焦點,,,False
qbiciq,1,biciq,133,零焦點標記,,,False
mneluk,1,eluk,27,主事焦點,,,False
pskyaun,1,skiya,33,受事焦點,,,False
sgrangan,3,girang,7,處所焦點,,,False
nheya,4,heya,307,零焦點標記,,,False
mbtunux,5,mbtunux,5,,動詞,,False
snoli,1,snegul,18,受事焦點,,,False
qnnaqah,5,naqah,145,參考焦點,,,False
qalang,2,qalang,29,,動詞,,False
untubung,2,ntubung,6,,名詞,untubung,True
munan,1,munan,1,,名詞,,False
lmaqi,5,lmaqi,5,,名詞,,False
teeluk,1,eluk,27,受事焦點,,,False
parih,38,parih,38,,名詞,,False
qmerac,5,qerac,25,主事焦點,,qmeraq,False
mbbari,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smbaso,1,baso 2,20,主事焦點,,,False
mdremus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kapa,4,kapa,4,,名詞,,False
tmabun,7,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kmhetan,1,hemuc,85,處所焦點,,,False
msebu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dngai,1,danga,30,受事焦點,,,False
niqan,365,eniq,675,處所焦點,,,False
skluii,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mkkaro,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rudud,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kkeruc,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tnggo,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kgahan,1,kugah,8,處所焦點,,,False
knbyaxi,1,beyax,128,受事焦點,,,False
mkpkriyux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mnita,6,qita,690,主事焦點,,mnita,True
